id,id_pelicula,id_usuario,puntuacion,fecha
,s4479,253,7.2,2021-12-01
,s7352,936,1.4,2019-05-01
,s7692,872,5.0,2022-09-01
,s8327,78,1.7,2018-03-01
,s5243,222,5.7,2020-10-01
,s5590,278,3.3,2023-10-01
,s3201,823,7.4,2023-07-01
,s7693,35,3.1,2023-07-01
,s2794,728,2.6,2020-10-01
,s7557,509,8.6,2023-11-01
,s1391,203,10.0,2019-02-01
,s3260,66,7.4,2018-10-01
,s5679,493,3.3,2020-02-01
,s7536,232,6.8,2020-09-01
,s1107,384,4.3,2022-09-01
,s1613,491,1.7,2023-09-01
,s3353,346,9.2,2022-07-01
,s4367,212,8.6,2018-04-01
,s6939,471,3.0,2018-12-01
,s1145,166,8.6,2021-06-01
,s1495,120,9.4,2018-03-01
,s4060,655,1.0,2023-01-01
,s265,999,5.3,2022-12-01
,s1827,917,9.0,2019-01-01
,s4449,724,1.5,2022-12-01
,s5809,679,3.3,2021-09-01
,s2626,476,1.3,2023-02-01
,s8344,521,5.8,2019-10-01
,s8116,58,2.9,2019-02-01
,s8725,324,5.7,2023-03-01
,s8278,884,7.1,2021-11-01
,s5379,557,2.9,2022-03-01
,s3430,57,2.6,2023-08-01
,s6630,890,1.4,2022-08-01
,s151,587,6.9,2023-08-01
,s1810,451,5.5,2019-07-01
,s1251,542,1.9,2021-02-01
,s6710,164,3.9,2019-10-01
,s8638,292,2.7,2023-09-01
,s673,366,4.0,2019-09-01
,s3923,795,3.5,2020-04-01
,s252,663,7.6,2019-04-01
,s5844,364,2.8,2018-07-01
,s3541,147,7.1,2022-12-01
,s7494,220,4.9,2021-06-01
,s5341,168,4.4,2019-10-01
,s5878,131,6.2,2023-09-01
,s7180,35,4.0,2019-08-01
,s6951,617,10.0,2023-04-01
,s1065,238,7.9,2019-09-01
,s6438,679,1.2,2022-07-01
,s4637,454,7.7,2019-09-01
,s6160,827,6.9,2020-02-01
,s3950,767,4.8,2020-07-01
,s2248,1000,1.9,2023-01-01
,s8063,972,9.8,2020-02-01
,s5113,249,4.2,2021-08-01
,s660,411,6.9,2018-01-01
,s1530,164,4.8,2022-12-01
,s8344,935,8.0,2020-11-01
,s8790,368,9.6,2022-11-01
,s5702,860,8.8,2021-03-01
,s1514,419,3.9,2023-10-01
,s2934,565,5.0,2019-12-01
,s8261,490,7.5,2023-05-01
,s5747,827,3.0,2023-01-01
,s3947,748,2.3,2021-09-01
,s3818,951,7.4,2018-10-01
,s440,687,2.7,2022-05-01
,s2569,888,4.4,2020-11-01
,s683,204,2.5,2019-05-01
,s1037,195,3.6,2020-08-01
,s998,32,1.3,2022-03-01
,s641,943,4.6,2022-05-01
,s7605,942,3.4,2021-02-01
,s1021,466,2.6,2018-10-01
,s6395,222,9.0,2022-10-01
,s3994,703,3.1,2021-04-01
,s8484,772,8.1,2019-02-01
,s8045,572,7.7,2021-01-01
,s282,586,1.6,2018-10-01
,s16,124,4.2,2019-04-01
,s2796,263,3.3,2020-08-01
,s140,565,6.4,2020-08-01
,s1566,99,5.1,2023-12-01
,s3482,122,3.4,2021-05-01
,s1061,859,8.2,2018-03-01
,s2778,22,7.3,2018-08-01
,s8129,738,2.6,2022-10-01
,s6397,489,1.0,2018-07-01
,s5076,491,8.4,2021-05-01
,s2574,441,8.9,2019-11-01
,s7175,64,3.8,2018-10-01
,s6143,446,2.9,2020-03-01
,s1312,636,6.7,2020-08-01
,s5204,167,9.3,2023-05-01
,s8403,654,8.4,2019-03-01
,s5627,933,6.1,2019-07-01
,s4587,48,4.3,2023-06-01
,s3325,680,8.5,2021-09-01
,s3944,592,1.0,2020-05-01
,s6349,368,10.0,2021-09-01
,s6987,325,6.6,2020-03-01
,s7131,776,4.8,2023-09-01
,s1050,653,7.7,2018-06-01
,s5890,215,9.2,2021-11-01
,s4920,978,6.7,2019-03-01
,s6094,320,9.0,2018-02-01
,s8090,242,3.4,2018-04-01
,s7044,508,5.1,2023-05-01
,s7538,422,4.9,2020-03-01
,s4025,539,9.7,2023-06-01
,s1484,440,9.8,2019-08-01
,s8299,561,3.0,2019-06-01
,s5259,675,6.4,2022-07-01
,s7051,405,4.3,2018-04-01
,s333,536,6.4,2022-08-01
,s1906,744,5.1,2022-08-01
,s593,918,6.2,2020-03-01
,s1452,98,8.2,2020-09-01
,s581,867,4.1,2022-05-01
,s4804,819,9.8,2021-08-01
,s6746,829,1.6,2019-10-01
,s2786,336,8.9,2018-04-01
,s8643,115,9.3,2020-06-01
,s5560,988,2.3,2018-06-01
,s7456,841,8.1,2018-09-01
,s6298,971,8.3,2021-09-01
,s1280,367,3.3,2018-01-01
,s5459,837,8.1,2021-05-01
,s6562,96,7.7,2021-02-01
,s7093,393,8.7,2019-10-01
,s4877,968,9.5,2021-07-01
,s3422,828,2.3,2020-01-01
,s2699,271,5.1,2021-12-01
,s4802,46,9.2,2018-03-01
,s8691,844,1.5,2023-04-01
,s5692,509,6.9,2022-11-01
,s3860,950,7.4,2021-01-01
,s4679,195,4.9,2019-07-01
,s4372,229,6.0,2021-04-01
,s6110,868,8.7,2023-02-01
,s3589,828,1.5,2022-01-01
,s5525,961,6.1,2023-09-01
,s4565,384,6.8,2022-05-01
,s2358,780,2.9,2023-07-01
,s7187,4,6.3,2020-08-01
,s7004,173,4.4,2021-04-01
,s548,33,7.7,2020-12-01
,s2507,77,1.5,2021-08-01
,s2350,289,3.6,2023-02-01
,s4703,819,6.5,2021-01-01
,s1411,708,9.9,2021-05-01
,s1583,412,3.1,2023-02-01
,s5188,879,5.0,2019-07-01
,s5072,636,2.8,2020-09-01
,s2762,516,6.4,2020-04-01
,s1702,120,4.9,2022-02-01
,s1460,807,8.8,2020-05-01
,s1835,734,4.0,2023-03-01
,s8740,885,9.6,2019-12-01
,s1543,303,3.7,2019-07-01
,s1107,218,8.4,2023-01-01
,s2395,811,3.6,2019-09-01
,s8380,342,2.7,2020-11-01
,s6733,853,8.6,2021-05-01
,s4339,86,4.8,2018-09-01
,s7908,507,1.1,2022-09-01
,s2903,135,6.7,2019-02-01
,s2008,806,4.5,2023-12-01
,s2040,548,9.0,2022-06-01
,s7968,700,6.5,2023-11-01
,s2730,97,3.6,2018-06-01
,s1699,667,4.4,2022-12-01
,s7619,461,4.1,2020-05-01
,s2187,855,2.2,2021-03-01
,s7081,841,3.7,2022-04-01
,s7619,432,4.6,2023-12-01
,s4696,540,3.9,2018-04-01
,s926,302,8.4,2020-05-01
,s4013,517,6.8,2018-11-01
,s2635,285,9.1,2023-04-01
,s8243,846,6.3,2020-03-01
,s5142,336,7.4,2019-10-01
,s4438,977,9.0,2019-02-01
,s2162,93,2.6,2020-03-01
,s8792,640,6.3,2021-10-01
,s7396,245,1.3,2019-10-01
,s7655,403,2.3,2018-08-01
,s1403,200,3.3,2021-04-01
,s7262,620,1.3,2018-07-01
,s5274,419,1.1,2020-10-01
,s7120,836,4.0,2018-03-01
,s7920,245,7.4,2022-06-01
,s7562,389,8.6,2020-07-01
,s4336,923,4.8,2019-01-01
,s1343,647,2.2,2019-06-01
,s2801,758,1.8,2018-06-01
,s7264,934,6.2,2018-11-01
,s1143,118,5.6,2019-11-01
,s3358,347,7.6,2022-08-01
,s2539,433,3.5,2020-02-01
,s801,368,9.4,2020-10-01
,s2474,245,1.7,2021-03-01
,s4701,175,6.1,2023-02-01
,s3459,127,6.0,2018-01-01
,s8766,342,2.7,2022-03-01
,s2503,574,2.4,2021-05-01
,s8519,364,8.7,2021-10-01
,s4516,608,9.8,2019-10-01
,s744,191,1.1,2020-06-01
,s4680,651,3.8,2018-09-01
,s3858,952,8.0,2019-09-01
,s6841,617,8.0,2021-12-01
,s7509,17,6.2,2021-10-01
,s2333,899,8.1,2021-11-01
,s2869,501,2.4,2023-02-01
,s3180,751,9.7,2019-12-01
,s3374,935,9.5,2022-07-01
,s6394,840,4.0,2023-06-01
,s1210,209,3.6,2020-04-01
,s2169,703,4.2,2022-09-01
,s2900,14,4.0,2019-10-01
,s375,430,6.9,2023-09-01
,s5654,762,4.1,2021-08-01
,s7478,19,1.5,2021-01-01
,s7551,486,2.2,2018-05-01
,s2653,684,4.4,2023-04-01
,s5820,766,5.1,2023-06-01
,s3233,113,1.6,2021-10-01
,s7373,173,2.5,2021-06-01
,s3262,102,4.0,2020-01-01
,s6679,273,8.6,2018-07-01
,s2322,119,9.8,2023-02-01
,s920,801,3.6,2020-03-01
,s4704,159,9.4,2021-12-01
,s3706,437,3.3,2019-07-01
,s7910,788,9.8,2023-12-01
,s5710,488,6.1,2020-02-01
,s7865,682,9.3,2021-02-01
,s4742,808,7.4,2020-01-01
,s1097,775,2.2,2018-06-01
,s5430,854,2.3,2021-07-01
,s6752,80,10.0,2018-07-01
,s4856,948,6.1,2022-07-01
,s4338,952,7.6,2023-01-01
,s3244,360,3.1,2019-07-01
,s320,501,5.5,2018-05-01
,s2210,872,3.2,2018-07-01
,s5284,812,9.6,2022-06-01
,s4577,2,6.6,2019-01-01
,s2478,455,4.0,2021-08-01
,s7057,520,1.5,2021-12-01
,s6372,637,3.6,2022-07-01
,s8066,253,8.6,2023-11-01
,s1688,855,8.1,2023-04-01
,s6273,783,8.4,2018-09-01
,s4884,244,7.8,2021-01-01
,s2250,270,1.5,2021-03-01
,s5896,696,6.8,2019-11-01
,s5866,812,6.7,2018-08-01
,s607,689,8.6,2019-01-01
,s3233,390,6.6,2021-01-01
,s7621,528,5.1,2020-05-01
,s8551,351,1.5,2023-07-01
,s77,240,8.4,2018-03-01
,s8691,473,4.9,2020-08-01
,s1527,107,8.9,2020-06-01
,s152,923,1.7,2023-06-01
,s6689,541,1.1,2019-05-01
,s3965,621,6.6,2023-11-01
,s1723,814,5.0,2020-11-01
,s4080,490,2.7,2023-07-01
,s8372,252,1.2,2021-04-01
,s3690,85,5.6,2019-07-01
,s8747,275,5.4,2023-08-01
,s3383,175,1.8,2018-06-01
,s128,249,1.8,2021-07-01
,s7426,153,5.2,2018-09-01
,s1973,20,4.5,2018-06-01
,s3275,228,7.7,2021-03-01
,s106,381,4.5,2023-12-01
,s3777,185,1.2,2019-11-01
,s2318,214,4.3,2019-03-01
,s5627,439,8.2,2021-11-01
,s4692,772,1.9,2018-04-01
,s2649,349,7.3,2021-03-01
,s8494,324,8.4,2021-10-01
,s6774,686,6.1,2021-03-01
,s5198,84,1.5,2020-02-01
,s824,638,6.9,2022-10-01
,s1438,361,8.9,2023-07-01
,s8567,923,6.1,2018-11-01
,s6554,250,5.8,2019-07-01
,s862,58,1.7,2022-06-01
,s626,729,7.6,2019-07-01
,s2518,235,9.5,2020-10-01
,s5986,330,5.0,2022-01-01
,s2655,386,1.5,2021-03-01
,s2192,13,8.1,2019-07-01
,s8485,20,7.3,2021-11-01
,s2868,758,8.5,2018-03-01
,s5892,866,8.9,2023-08-01
,s5343,501,1.2,2018-05-01
,s1665,962,7.7,2018-04-01
,s2447,236,6.2,2020-03-01
,s6661,378,5.3,2022-12-01
,s7490,794,8.7,2022-01-01
,s3483,202,8.7,2019-07-01
,s1478,717,2.5,2022-03-01
,s8379,683,6.8,2021-05-01
,s2569,331,9.5,2018-12-01
,s1550,361,7.5,2019-01-01
,s2638,108,6.1,2022-09-01
,s8560,741,4.9,2018-12-01
,s1080,612,7.9,2019-11-01
,s7106,257,2.5,2018-09-01
,s5850,141,5.7,2019-07-01
,s6165,605,1.3,2023-05-01
,s1660,107,3.3,2019-08-01
,s5008,873,3.1,2018-10-01
,s4592,909,5.7,2023-05-01
,s5618,743,9.4,2018-08-01
,s4075,952,6.7,2022-04-01
,s141,305,4.6,2022-03-01
,s8520,639,5.4,2020-12-01
,s8686,880,8.2,2018-02-01
,s1972,277,6.3,2018-04-01
,s743,314,5.2,2022-07-01
,s1436,360,4.0,2019-08-01
,s8408,284,5.4,2020-08-01
,s5660,736,1.4,2022-09-01
,s998,471,4.2,2022-02-01
,s635,429,5.4,2021-08-01
,s8766,171,5.2,2023-05-01
,s6656,500,3.5,2019-02-01
,s4239,619,4.8,2021-12-01
,s6747,232,7.3,2021-06-01
,s3435,725,4.5,2020-11-01
,s4584,850,7.3,2023-05-01
,s1528,88,1.4,2023-10-01
,s53,436,6.7,2022-06-01
,s4523,468,4.9,2022-12-01
,s5434,943,5.8,2019-01-01
,s1126,901,4.7,2021-03-01
,s2975,637,9.4,2023-10-01
,s1752,483,6.9,2023-04-01
,s7295,797,3.8,2021-05-01
,s7106,76,8.3,2018-02-01
,s199,35,2.6,2020-09-01
,s8438,372,2.2,2019-02-01
,s5076,115,4.5,2023-01-01
,s759,852,8.4,2023-06-01
,s5473,307,3.4,2022-11-01
,s5102,982,3.8,2021-01-01
,s3486,246,3.9,2020-09-01
,s1939,324,9.3,2023-10-01
,s8004,823,9.9,2023-06-01
,s7518,750,7.1,2023-07-01
,s7167,979,5.1,2023-03-01
,s6667,435,4.6,2020-03-01
,s6039,648,4.5,2020-05-01
,s2235,37,8.8,2022-07-01
,s6261,564,4.2,2023-06-01
,s2710,574,5.6,2018-02-01
,s2705,216,7.1,2023-04-01
,s7518,504,4.4,2019-03-01
,s2841,464,5.6,2023-05-01
,s2980,598,4.0,2023-05-01
,s4739,594,9.8,2020-02-01
,s1589,957,4.6,2018-02-01
,s3153,907,9.9,2020-07-01
,s4936,158,4.6,2022-07-01
,s8476,141,7.0,2021-10-01
,s3829,566,7.5,2019-02-01
,s8449,28,2.2,2018-03-01
,s209,27,2.9,2022-09-01
,s8123,95,2.5,2020-11-01
,s5769,280,1.5,2020-08-01
,s5108,502,9.6,2020-12-01
,s6028,765,5.0,2023-01-01
,s6383,403,6.2,2020-10-01
,s7539,225,7.1,2022-10-01
,s988,825,1.5,2019-11-01
,s7630,755,6.9,2019-08-01
,s839,627,1.1,2023-06-01
,s727,223,6.6,2021-04-01
,s2475,286,7.0,2019-08-01
,s3213,29,7.6,2022-05-01
,s6883,729,1.6,2022-03-01
,s7418,329,8.7,2022-05-01
,s7602,638,9.7,2018-09-01
,s1940,896,7.2,2019-01-01
,s1198,298,1.2,2020-05-01
,s8622,550,2.2,2023-09-01
,s6847,460,1.0,2018-06-01
,s2061,409,4.0,2020-09-01
,s2578,619,9.6,2020-03-01
,s7093,612,8.1,2022-07-01
,s8138,257,9.4,2023-07-01
,s4078,874,1.3,2023-04-01
,s5267,294,1.1,2022-06-01
,s7152,645,2.8,2021-07-01
,s6549,85,7.0,2023-05-01
,s1940,765,3.6,2018-04-01
,s7836,250,6.4,2023-01-01
,s5167,253,8.4,2020-10-01
,s3138,853,7.6,2020-10-01
,s4267,948,6.5,2019-03-01
,s804,678,8.4,2023-03-01
,s4913,66,7.5,2019-08-01
,s7854,463,6.4,2019-11-01
,s1147,114,8.3,2022-03-01
,s6092,456,7.2,2019-01-01
,s4606,869,3.4,2019-07-01
,s2365,662,7.8,2018-06-01
,s1733,450,2.8,2021-06-01
,s1088,487,6.1,2023-01-01
,s1747,874,4.2,2023-01-01
,s2795,423,9.1,2018-11-01
,s4891,180,7.7,2021-05-01
,s8515,180,1.3,2023-12-01
,s7970,693,1.9,2018-08-01
,s3624,203,2.9,2018-05-01
,s1043,735,5.9,2020-10-01
,s4065,563,9.0,2022-12-01
,s4613,492,5.2,2023-06-01
,s3796,325,2.5,2018-08-01
,s5769,16,2.7,2020-09-01
,s4210,354,5.1,2022-05-01
,s717,815,4.7,2018-12-01
,s3211,996,1.5,2022-10-01
,s8361,149,3.4,2022-05-01
,s6892,377,4.8,2021-02-01
,s4040,163,5.9,2018-03-01
,s7517,624,1.0,2020-08-01
,s1326,906,9.4,2023-03-01
,s7287,669,6.6,2022-12-01
,s5227,283,6.5,2020-01-01
,s5033,135,2.5,2021-02-01
,s1961,677,3.8,2022-09-01
,s2015,147,4.8,2021-01-01
,s8615,752,2.6,2020-10-01
,s776,189,8.0,2021-09-01
,s2694,328,9.5,2023-11-01
,s8498,118,5.6,2022-12-01
,s8620,437,3.4,2021-01-01
,s906,934,1.6,2022-10-01
,s5211,199,3.4,2022-03-01
,s5018,91,5.2,2023-12-01
,s5632,990,6.9,2022-02-01
,s344,259,7.8,2018-05-01
,s5580,606,8.5,2023-12-01
,s4359,322,7.2,2023-01-01
,s5199,254,2.2,2019-12-01
,s5022,209,3.5,2023-09-01
,s8630,765,6.4,2021-02-01
,s1534,615,2.7,2023-03-01
,s4945,285,7.0,2019-01-01
,s5866,830,9.0,2020-08-01
,s6825,157,6.5,2019-09-01
,s7793,244,2.4,2021-09-01
,s6656,924,4.1,2018-07-01
,s4013,930,8.5,2019-03-01
,s4189,399,4.6,2019-03-01
,s743,89,6.2,2020-08-01
,s1658,736,4.4,2023-07-01
,s1131,719,3.4,2022-01-01
,s7130,406,5.7,2022-05-01
,s8526,397,5.0,2018-07-01
,s4005,486,3.0,2023-09-01
,s4732,758,6.4,2021-06-01
,s5524,904,7.7,2022-07-01
,s5236,985,3.9,2020-02-01
,s1469,577,5.4,2018-08-01
,s61,709,7.5,2018-01-01
,s444,383,9.0,2019-05-01
,s7093,94,9.5,2020-09-01
,s8131,574,2.8,2020-02-01
,s4889,408,6.0,2020-06-01
,s7851,618,3.5,2019-06-01
,s4273,881,1.3,2019-01-01
,s682,328,5.4,2023-08-01
,s5015,750,1.0,2019-08-01
,s707,303,1.1,2018-04-01
,s809,469,9.5,2023-01-01
,s5228,623,4.4,2020-11-01
,s7968,350,1.4,2019-02-01
,s4137,156,8.1,2018-04-01
,s2842,649,1.3,2022-10-01
,s7781,639,5.5,2018-11-01
,s6842,798,4.1,2023-02-01
,s7551,684,7.2,2022-04-01
,s1132,922,5.6,2021-04-01
,s8370,702,7.7,2022-10-01
,s3829,59,4.4,2020-08-01
,s1229,828,1.5,2018-10-01
,s782,707,8.5,2023-09-01
,s1232,217,9.5,2021-03-01
,s4138,168,2.3,2018-06-01
,s3696,580,9.8,2020-09-01
,s2954,226,3.2,2021-07-01
,s6638,245,2.1,2022-09-01
,s3774,268,10.0,2023-10-01
,s4566,941,9.2,2021-04-01
,s6822,251,2.0,2018-05-01
,s3886,378,7.8,2020-03-01
,s1487,257,9.4,2021-06-01
,s1569,961,9.3,2021-03-01
,s7987,520,7.4,2023-03-01
,s4170,810,7.5,2020-01-01
,s2682,691,6.4,2022-09-01
,s6654,278,4.6,2023-09-01
,s3920,876,5.5,2021-04-01
,s4314,807,4.5,2020-09-01
,s6524,938,1.4,2019-09-01
,s7178,65,6.4,2021-09-01
,s2685,112,9.6,2018-11-01
,s605,796,1.6,2019-09-01
,s8437,189,10.0,2023-07-01
,s873,883,7.3,2023-11-01
,s3749,844,3.0,2018-10-01
,s3973,101,8.1,2018-03-01
,s5030,566,7.7,2020-01-01
,s196,620,8.8,2020-01-01
,s3572,276,8.1,2018-08-01
,s3543,106,3.6,2018-02-01
,s8238,134,1.1,2019-05-01
,s7599,801,7.6,2020-10-01
,s7735,79,6.7,2019-01-01
,s416,99,8.3,2021-09-01
,s1440,581,1.3,2022-12-01
,s2885,803,8.9,2022-07-01
,s6234,48,4.4,2020-05-01
,s3604,114,6.5,2019-04-01
,s120,90,1.3,2018-01-01
,s1644,515,4.7,2022-01-01
,s182,814,9.3,2018-12-01
,s970,747,1.7,2022-08-01
,s5340,759,1.1,2023-09-01
,s4344,979,1.6,2018-01-01
,s4951,347,8.3,2023-01-01
,s6347,243,9.1,2019-07-01
,s6158,409,8.8,2022-06-01
,s2183,700,7.1,2022-07-01
,s954,786,8.6,2020-08-01
,s1473,428,5.2,2018-04-01
,s14,127,1.7,2018-03-01
,s1490,19,8.6,2019-10-01
,s968,614,9.1,2019-08-01
,s4955,55,3.7,2022-12-01
,s7757,54,1.2,2020-06-01
,s6377,665,3.2,2020-06-01
,s7672,732,1.9,2021-02-01
,s2826,521,3.0,2023-10-01
,s505,720,3.4,2022-03-01
,s7901,434,5.3,2021-01-01
,s7400,935,1.4,2018-09-01
,s226,960,1.3,2018-06-01
,s2440,101,9.1,2022-05-01
,s8751,250,8.5,2020-12-01
,s6796,884,4.8,2019-10-01
,s5556,491,9.4,2021-02-01
,s3712,203,7.9,2022-05-01
,s2549,244,10.0,2022-12-01
,s1341,604,9.5,2020-07-01
,s1235,863,1.1,2022-09-01
,s8426,728,1.5,2022-09-01
,s191,769,7.1,2020-09-01
,s8755,291,8.0,2021-10-01
,s5669,188,4.9,2020-11-01
,s6540,863,2.2,2022-08-01
,s1669,768,8.9,2023-09-01
,s3770,931,5.7,2022-05-01
,s1012,925,6.4,2021-06-01
,s5545,132,6.9,2022-05-01
,s6509,853,7.0,2018-03-01
,s1627,877,1.9,2022-11-01
,s2173,257,8.3,2020-04-01
,s1236,545,3.8,2023-06-01
,s5239,961,4.6,2018-05-01
,s4451,494,4.5,2022-07-01
,s701,271,2.0,2019-02-01
,s4545,691,9.5,2020-08-01
,s6650,612,4.3,2018-09-01
,s8653,492,7.3,2020-04-01
,s340,356,3.2,2020-01-01
,s63,686,6.8,2018-02-01
,s1886,981,6.3,2022-05-01
,s7223,114,5.0,2023-06-01
,s731,285,7.3,2021-06-01
,s3419,585,3.4,2020-07-01
,s1366,865,3.9,2018-12-01
,s7874,937,7.8,2019-05-01
,s4601,337,3.6,2022-10-01
,s5291,576,9.9,2022-02-01
,s1074,590,1.6,2019-10-01
,s3841,31,5.1,2020-02-01
,s5873,834,6.5,2018-07-01
,s5526,255,8.2,2023-01-01
,s3255,644,8.9,2022-08-01
,s2517,916,2.5,2020-01-01
,s5672,444,9.7,2018-02-01
,s6512,365,4.7,2022-05-01
,s8309,431,4.8,2020-07-01
,s3968,261,4.7,2020-12-01
,s5424,964,4.0,2022-02-01
,s3016,133,3.8,2019-05-01
,s1777,993,4.1,2019-02-01
,s969,381,9.2,2021-07-01
,s3986,589,4.6,2019-04-01
,s2918,126,4.4,2023-02-01
,s3647,532,7.1,2023-02-01
,s5845,475,2.5,2022-01-01
,s7585,63,6.2,2021-12-01
,s297,279,9.6,2019-08-01
,s594,3,2.1,2020-07-01
,s2559,643,9.0,2018-07-01
,s3323,471,7.6,2023-12-01
,s7541,866,9.1,2021-04-01
,s90,203,3.1,2021-11-01
,s7250,449,2.9,2019-12-01
,s6060,419,1.9,2018-11-01
,s7821,430,5.0,2020-05-01
,s3107,194,6.8,2022-07-01
,s7422,29,2.3,2023-11-01
,s7251,590,8.2,2022-10-01
,s1085,675,6.1,2021-06-01
,s8528,324,4.7,2021-08-01
,s606,106,3.6,2019-03-01
,s3059,718,7.4,2018-09-01
,s7315,624,7.7,2023-02-01
,s7332,76,6.5,2019-07-01
,s4678,126,6.9,2018-09-01
,s2724,549,2.5,2019-12-01
,s1882,562,9.3,2019-01-01
,s4412,336,6.5,2022-07-01
,s8324,782,8.5,2018-12-01
,s6644,255,1.5,2021-09-01
,s5441,835,1.1,2020-08-01
,s1240,771,6.0,2018-06-01
,s1721,378,1.8,2023-12-01
,s3221,914,6.5,2022-06-01
,s1966,549,6.9,2020-10-01
,s3170,416,9.8,2019-09-01
,s3060,553,2.4,2022-07-01
,s7106,777,2.0,2023-01-01
,s7333,781,5.6,2023-05-01
,s8411,221,5.0,2020-03-01
,s329,113,3.3,2023-06-01
,s1428,203,6.1,2023-05-01
,s6659,885,2.2,2023-01-01
,s6783,376,2.3,2018-04-01
,s3221,469,7.5,2021-11-01
,s5359,797,6.9,2020-12-01
,s6352,294,7.2,2018-10-01
,s1869,288,5.2,2022-12-01
,s8112,566,4.5,2020-01-01
,s5540,875,8.8,2018-07-01
,s5903,961,2.6,2022-09-01
,s8349,827,9.1,2023-12-01
,s8723,880,7.1,2018-11-01
,s7332,617,8.5,2018-09-01
,s1485,908,3.5,2020-03-01
,s962,449,3.3,2021-04-01
,s8075,509,3.3,2023-11-01
,s1022,309,9.4,2022-09-01
,s7656,224,9.0,2020-07-01
,s3415,376,6.5,2018-09-01
,s986,892,9.9,2018-07-01
,s6219,195,2.4,2019-06-01
,s1108,700,4.8,2019-05-01
,s3329,436,2.7,2023-01-01
,s7272,969,5.1,2019-07-01
,s2150,924,3.9,2021-11-01
,s8801,855,9.6,2023-02-01
,s567,444,9.7,2020-11-01
,s242,510,10.0,2021-05-01
,s478,907,9.7,2019-12-01
,s2555,483,7.5,2021-11-01
,s8631,543,5.1,2020-11-01
,s2157,949,2.7,2019-03-01
,s7005,589,10.0,2021-12-01
,s5294,853,3.2,2021-03-01
,s123,461,3.1,2020-04-01
,s8804,581,9.2,2020-06-01
,s5235,611,8.0,2019-06-01
,s6816,745,7.4,2023-04-01
,s3530,886,7.6,2018-06-01
,s2395,320,1.6,2022-03-01
,s5278,593,2.4,2022-02-01
,s2402,514,2.5,2018-04-01
,s7052,14,5.3,2018-03-01
,s5880,432,6.8,2021-09-01
,s5412,315,5.5,2021-10-01
,s4254,407,5.5,2021-12-01
,s6440,949,6.7,2018-06-01
,s3109,271,5.8,2018-10-01
,s6193,127,4.7,2020-02-01
,s5743,939,9.5,2023-04-01
,s5691,682,5.5,2019-09-01
,s7814,200,4.2,2021-08-01
,s5930,806,9.2,2018-01-01
,s3213,786,9.7,2018-07-01
,s1982,702,7.1,2021-07-01
,s7066,264,2.4,2021-05-01
,s1900,398,9.7,2019-09-01
,s6969,989,6.2,2019-04-01
,s8474,478,5.0,2023-05-01
,s7632,837,8.0,2019-01-01
,s1493,968,9.7,2018-05-01
,s2896,747,1.7,2023-11-01
,s1175,430,9.4,2020-07-01
,s2680,665,5.2,2019-06-01
,s2897,590,1.3,2020-06-01
,s5642,654,1.6,2022-06-01
,s7639,524,2.0,2022-10-01
,s2103,298,9.0,2021-06-01
,s4624,280,5.1,2022-09-01
,s934,500,6.6,2022-01-01
,s6711,409,2.5,2020-09-01
,s7602,917,8.2,2022-02-01
,s6247,473,5.0,2018-08-01
,s2536,891,9.9,2018-12-01
,s5886,516,4.4,2020-05-01
,s6781,27,9.7,2019-04-01
,s1473,381,1.8,2018-06-01
,s8726,915,5.0,2021-07-01
,s4043,313,7.9,2023-02-01
,s4611,791,2.7,2022-09-01
,s3356,54,9.8,2019-11-01
,s6467,347,1.9,2020-05-01
,s872,440,2.3,2019-09-01
,s2265,691,5.8,2019-11-01
,s3556,941,6.0,2022-05-01
,s6375,608,3.4,2019-12-01
,s6307,576,2.0,2022-02-01
,s3652,768,9.6,2019-06-01
,s3937,952,6.4,2022-09-01
,s6639,452,6.1,2020-03-01
,s3730,948,2.5,2022-09-01
,s4110,847,1.4,2023-03-01
,s2667,728,9.0,2019-09-01
,s2490,369,4.2,2022-12-01
,s7241,172,3.9,2020-08-01
,s3720,35,2.1,2019-12-01
,s4851,148,8.4,2022-10-01
,s2922,895,5.2,2018-05-01
,s5185,613,9.3,2022-10-01
,s4939,687,6.7,2021-06-01
,s6276,236,5.7,2023-09-01
,s4491,100,2.8,2021-08-01
,s1650,574,6.7,2018-03-01
,s6308,999,7.0,2019-09-01
,s1710,594,1.3,2020-10-01
,s8116,463,3.6,2018-12-01
,s6729,313,8.7,2018-12-01
,s2726,781,4.9,2019-02-01
,s5687,434,3.6,2021-02-01
,s8569,458,8.5,2022-10-01
,s5719,262,2.9,2020-04-01
,s3528,37,5.0,2021-10-01
,s4237,501,4.8,2022-08-01
,s3484,497,5.6,2022-05-01
,s2822,979,7.0,2018-01-01
,s5302,917,3.7,2018-07-01
,s6078,441,6.2,2019-07-01
,s8414,913,7.9,2019-09-01
,s7257,243,4.5,2022-04-01
,s1866,603,9.9,2021-05-01
,s7264,9,3.5,2020-02-01
,s2788,616,2.2,2018-04-01
,s2482,89,6.7,2018-05-01
,s5857,447,2.6,2019-09-01
,s4047,920,8.0,2020-01-01
,s5737,686,5.6,2019-03-01
,s3584,354,10.0,2018-02-01
,s8606,557,9.4,2018-12-01
,s7482,57,4.2,2020-08-01
,s4022,933,2.6,2023-04-01
,s707,293,9.5,2018-01-01
